kredit_id,nasabah_id,jenis_kredit,jumlah_pinjaman,outstanding,tenor_bulan,suku_bunga_persen,tanggal_pencairan,tanggal_jatuh_tempo,status_kolektibilitas,agunan,sektor_ekonomi
KRD004405,NSB0003141,KKB,150000000,74219738,48,8.5,2021-06-26,2025-06-05,1-Lancar,Deposito,Retail
KRD004406,NSB0001963,Kredit Investasi,500000000,397812296,60,9.0,2020-10-07,2025-09-11,2-Dalam Perhatian Khusus,BPKB,Perdagangan
KRD004407,NSB0003854,KUR Mikro,20000000,17746550,36,6.0,2022-05-12,2025-04-26,1-Lancar,Deposito,Jasa
KRD004408,NSB0004479,KUR Mikro,20000000,9854986,36,6.0,2022-12-07,2025-11-21,1-Lancar,BPKB,Transportasi
KRD004409,NSB0008168,KUR Kecil,50000000,20053904,36,6.0,2022-11-06,2025-10-21,2-Dalam Perhatian Khusus,Tanpa Agunan,Perdagangan
KRD004410,NSB0001867,KUR Kecil,200000000,79967808,36,6.0,2024-09-21,2027-09-06,3-Kurang Lancar,Deposito,Transportasi
KRD004411,NSB0004319,KUR Kecil,100000000,74382832,48,6.0,2020-12-20,2024-11-29,2-Dalam Perhatian Khusus,BPKB,Jasa
KRD004412,NSB0001950,KKB,500000000,214974026,60,10.5,2021-04-17,2026-03-22,1-Lancar,Sertifikat Tanah,Manufaktur
KRD004413,NSB0009982,KKB,500000000,142506232,48,9.0,2024-05-03,2028-04-12,2-Dalam Perhatian Khusus,BPKB,Properti
KRD004414,NSB0005012,KPR,750000000,245398439,120,12.0,2023-07-01,2033-05-09,1-Lancar,Sertifikat Tanah,Perikanan
KRD004415,NSB0000206,KKB,500000000,391832850,60,7.5,2021-09-04,2026-08-09,1-Lancar,Deposito,Konstruksi
KRD004416,NSB0009433,Kartu Kredit,100000000,26134907,60,8.0,2022-06-19,2027-05-24,1-Lancar,BPKB,Jasa
KRD004417,NSB0002331,KPR,750000000,547647745,180,10.0,2023-09-20,2038-07-03,1-Lancar,Mesin/Peralatan,Manufaktur
KRD004418,NSB0002693,KKB,150000000,58380018,36,11.0,2024-04-10,2027-03-26,4-Diragukan,BPKB,Pertanian
KRD004419,NSB0008375,KPR,1000000000,572570144,240,9.5,2021-11-08,2041-07-26,3-Kurang Lancar,Personal Guarantee,Jasa
KRD004420,NSB0002250,KUR Kecil,200000000,82233555,36,6.0,2022-06-05,2025-05-20,1-Lancar,BPKB,F&B
KRD004421,NSB0000284,Kredit Multiguna,500000000,300781125,36,7.5,2020-04-05,2023-03-21,1-Lancar,BPKB,Retail
KRD004422,NSB0007109,KUR Mikro,20000000,14972225,24,6.0,2020-12-18,2022-12-08,1-Lancar,Tanpa Agunan,F&B
KRD004423,NSB0001745,Kredit Investasi,250000000,52680005,36,11.0,2024-10-28,2027-10-13,1-Lancar,Tanpa Agunan,Transportasi
KRD004424,NSB0003848,Kredit Modal Kerja,250000000,36960977,60,11.0,2020-12-24,2025-11-28,1-Lancar,Deposito,Pertanian
KRD004425,NSB0003974,Kredit Investasi,1000000000,290579682,60,12.0,2023-08-23,2028-07-27,1-Lancar,Mesin/Peralatan,Perdagangan
KRD004426,NSB0006656,KKB,500000000,252057075,60,12.0,2021-06-20,2026-05-25,2-Dalam Perhatian Khusus,Mesin/Peralatan,Pertanian
KRD004427,NSB0002008,Kredit Modal Kerja,50000000,32043838,36,11.0,2023-09-06,2026-08-21,4-Diragukan,Personal Guarantee,Perdagangan
KRD004428,NSB0009840,KKB,150000000,130346969,48,12.0,2022-09-05,2026-08-15,1-Lancar,Tanpa Agunan,Perdagangan
KRD004429,NSB0008223,KPR,500000000,327880242,180,9.5,2020-03-06,2034-12-18,1-Lancar,Deposito,Pertanian
KRD004430,NSB0003781,KUR Kecil,200000000,122614943,48,6.0,2022-10-17,2026-09-26,1-Lancar,BPKB,Manufaktur
KRD004431,NSB0003508,Kredit Modal Kerja,100000000,28177871,36,11.0,2024-10-14,2027-09-29,1-Lancar,Sertifikat Tanah,Perikanan
KRD004432,NSB0007111,KUR Kecil,500000000,281179294,60,6.0,2024-05-03,2029-04-07,2-Dalam Perhatian Khusus,Sertifikat Tanah,Konstruksi
KRD004433,NSB0006528,KPR,1500000000,439311261,120,10.0,2025-01-04,2034-11-13,1-Lancar,Personal Guarantee,Retail
KRD004434,NSB0003803,KKB,150000000,132026303,60,9.0,2023-11-13,2028-10-17,1-Lancar,Mesin/Peralatan,Pertanian
KRD004435,NSB0002016,Kredit Modal Kerja,100000000,52761851,60,11.0,2021-03-14,2026-02-16,3-Kurang Lancar,Deposito,Konstruksi
KRD004436,NSB0004940,KPR,750000000,533862328,180,8.0,2020-08-03,2035-05-17,2-Dalam Perhatian Khusus,Personal Guarantee,Jasa
KRD004437,NSB0008046,Kredit Modal Kerja,50000000,15307886,60,7.5,2022-03-21,2027-02-23,2-Dalam Perhatian Khusus,Personal Guarantee,Retail
KRD004438,NSB0005494,Kredit Multiguna,1000000000,371011252,48,10.0,2022-07-06,2026-06-15,1-Lancar,Personal Guarantee,Manufaktur
KRD004439,NSB0000920,KKB,500000000,450724067,60,11.0,2024-09-19,2029-08-24,1-Lancar,BPKB,Perdagangan
KRD004440,NSB0002950,Kredit Modal Kerja,100000000,20395540,24,9.5,2021-12-13,2023-12-03,1-Lancar,Deposito,Perdagangan
KRD004441,NSB0001976,KPR,750000000,83094657,180,8.5,2022-05-07,2037-02-17,4-Diragukan,Mesin/Peralatan,Konstruksi
KRD004442,NSB0001136,Kartu Kredit,250000000,46436750,24,10.5,2025-01-26,2027-01-16,3-Kurang Lancar,Sertifikat Tanah,Jasa
KRD004443,NSB0004449,KUR Kecil,50000000,6023453,60,6.0,2021-04-30,2026-04-04,1-Lancar,Sertifikat Tanah,Perdagangan
KRD004444,NSB0009702,Kredit Multiguna,100000000,44001005,60,8.5,2023-03-13,2028-02-15,1-Lancar,Sertifikat Tanah,Pertanian
KRD004445,NSB0008967,KPR,200000000,160578444,120,7.5,2021-12-31,2031-11-09,1-Lancar,Mesin/Peralatan,Perdagangan
KRD004446,NSB0000843,KPR,300000000,92080234,240,10.0,2024-08-19,2044-05-06,5-Macet,Sertifikat Tanah,Manufaktur
KRD004447,NSB0004872,Kredit Multiguna,100000000,75718636,24,9.0,2023-05-12,2025-05-01,1-Lancar,BPKB,Perikanan
KRD004448,NSB0009387,KPR,200000000,40968390,180,7.5,2023-07-08,2038-04-20,1-Lancar,Personal Guarantee,Perdagangan
KRD004449,NSB0007359,KUR Kecil,300000000,82632941,60,6.0,2020-10-04,2025-09-08,4-Diragukan,Sertifikat Tanah,Transportasi
KRD004450,NSB0003992,KKB,100000000,37348375,48,9.0,2020-08-12,2024-07-22,2-Dalam Perhatian Khusus,Deposito,F&B
KRD004451,NSB0004856,KUR Kecil,500000000,149015043,36,6.0,2021-10-24,2024-10-08,1-Lancar,Mesin/Peralatan,Pertanian
KRD004452,NSB0003481,Kredit Investasi,100000000,91418627,24,8.5,2020-08-11,2022-08-01,1-Lancar,BPKB,F&B
KRD004453,NSB0008317,KPR,200000000,33011243,120,7.5,2024-10-16,2034-08-25,3-Kurang Lancar,Deposito,Retail
KRD004454,NSB0004971,KUR Mikro,20000000,16114976,36,6.0,2021-10-01,2024-09-15,1-Lancar,Sertifikat Tanah,Perikanan
KRD004455,NSB0005182,KKB,100000000,70903183,60,12.0,2021-11-20,2026-10-25,1-Lancar,Personal Guarantee,Jasa
KRD004456,NSB0002036,Kredit Modal Kerja,1000000000,266019071,60,8.5,2024-05-17,2029-04-21,1-Lancar,Mesin/Peralatan,Transportasi
KRD004457,NSB0005639,KPR,1000000000,511017743,180,8.0,2021-02-17,2035-12-01,3-Kurang Lancar,Sertifikat Tanah,Properti
KRD004458,NSB0005080,KUR Mikro,20000000,18380731,12,6.0,2021-05-16,2022-05-11,1-Lancar,Tanpa Agunan,Perdagangan
KRD004459,NSB0002557,Kredit Modal Kerja,1000000000,222849714,48,9.0,2024-10-27,2028-10-06,1-Lancar,Tanpa Agunan,Konstruksi
KRD004460,NSB0002153,Kredit Modal Kerja,500000000,179319491,24,11.0,2023-11-09,2025-10-29,1-Lancar,BPKB,Perdagangan
KRD004461,NSB0009075,KUR Kecil,300000000,212903537,36,6.0,2025-02-15,2028-01-31,2-Dalam Perhatian Khusus,Personal Guarantee,Pertanian
KRD004462,NSB0000948,KPR,300000000,230203102,180,10.0,2022-01-28,2036-11-10,1-Lancar,Personal Guarantee,Konstruksi
KRD004463,NSB0007245,KUR Mikro,5000000,1049704,36,6.0,2021-08-24,2024-08-08,1-Lancar,BPKB,Konstruksi
KRD004464,NSB0008527,KUR Mikro,25000000,18654770,36,6.0,2023-09-11,2026-08-26,1-Lancar,Personal Guarantee,Jasa
KRD004465,NSB0005653,KUR Mikro,20000000,16712184,24,6.0,2024-05-19,2026-05-09,1-Lancar,Deposito,Perdagangan
KRD004466,NSB0004698,KUR Mikro,25000000,22803446,24,6.0,2023-04-26,2025-04-15,1-Lancar,Tanpa Agunan,Perikanan
KRD004467,NSB0009858,Kartu Kredit,500000000,178807409,12,12.0,2021-09-20,2022-09-15,1-Lancar,Deposito,Pertanian
KRD004468,NSB0006158,Kredit Investasi,500000000,180945829,48,8.0,2022-03-07,2026-02-14,1-Lancar,Sertifikat Tanah,Retail
KRD004469,NSB0001577,KUR Kecil,100000000,31192643,48,6.0,2022-08-05,2026-07-15,1-Lancar,BPKB,Properti
KRD004470,NSB0001294,Kredit Investasi,500000000,313671663,24,10.5,2022-11-15,2024-11-04,1-Lancar,Personal Guarantee,Manufaktur
KRD004471,NSB0004584,Kredit Multiguna,50000000,40552221,24,7.5,2022-12-12,2024-12-01,1-Lancar,Personal Guarantee,Konstruksi
KRD004472,NSB0000455,Kredit Investasi,1000000000,455911085,36,9.5,2022-06-18,2025-06-02,1-Lancar,Personal Guarantee,F&B
KRD004473,NSB0006977,Kredit Multiguna,50000000,12947813,24,9.5,2020-07-09,2022-06-29,3-Kurang Lancar,Deposito,Konstruksi
KRD004474,NSB0007984,KPR,500000000,391609709,120,8.0,2020-06-18,2030-04-27,1-Lancar,Personal Guarantee,Jasa
KRD004475,NSB0003142,Kredit Investasi,50000000,5542718,60,11.0,2021-02-22,2026-01-27,4-Diragukan,Deposito,Perdagangan
KRD004476,NSB0000689,KUR Kecil,500000000,111731793,36,6.0,2025-02-09,2028-01-25,1-Lancar,Personal Guarantee,Perdagangan
KRD004477,NSB0008934,KPR,1500000000,644067458,240,9.0,2023-09-15,2043-06-02,1-Lancar,Sertifikat Tanah,Perikanan
KRD004478,NSB0006644,Kredit Multiguna,50000000,35106096,24,9.0,2020-11-19,2022-11-09,1-Lancar,Tanpa Agunan,F&B
KRD004479,NSB0003562,Kartu Kredit,500000000,323764690,24,12.0,2023-11-09,2025-10-29,1-Lancar,BPKB,Properti
KRD004480,NSB0004251,Kredit Multiguna,250000000,38835455,36,7.5,2021-08-27,2024-08-11,2-Dalam Perhatian Khusus,Mesin/Peralatan,Transportasi
KRD004481,NSB0009088,KUR Kecil,300000000,45347154,36,6.0,2022-08-12,2025-07-27,1-Lancar,BPKB,Manufaktur
KRD004482,NSB0005723,KUR Kecil,100000000,35452684,60,6.0,2023-12-11,2028-11-14,2-Dalam Perhatian Khusus,Mesin/Peralatan,Jasa
KRD004483,NSB0001709,Kredit Modal Kerja,500000000,405955671,48,12.0,2021-01-25,2025-01-04,5-Macet,Tanpa Agunan,Properti
KRD004484,NSB0008658,Kredit Modal Kerja,500000000,215846206,36,8.5,2020-05-22,2023-05-07,5-Macet,Personal Guarantee,Perikanan
KRD004485,NSB0001810,Kredit Multiguna,250000000,172941015,36,11.0,2022-07-29,2025-07-13,5-Macet,BPKB,Pertanian
KRD004486,NSB0000176,KUR Mikro,15000000,3221903,12,6.0,2024-07-29,2025-07-24,3-Kurang Lancar,Deposito,Perdagangan
KRD004487,NSB0002644,KPR,500000000,62015605,180,8.0,2022-09-04,2037-06-17,1-Lancar,Mesin/Peralatan,F&B
KRD004488,NSB0008041,KPR,1500000000,916435899,180,8.5,2020-03-13,2034-12-25,1-Lancar,Personal Guarantee,Retail
KRD004489,NSB0000976,KUR Mikro,20000000,14354307,12,6.0,2024-08-06,2025-08-01,1-Lancar,Sertifikat Tanah,Pertanian
KRD004490,NSB0002062,Kredit Investasi,100000000,30512112,60,7.5,2023-06-25,2028-05-29,1-Lancar,Deposito,Perikanan
KRD004491,NSB0004243,Kredit Investasi,1000000000,519566096,24,9.0,2020-08-16,2022-08-06,2-Dalam Perhatian Khusus,Mesin/Peralatan,F&B
KRD004492,NSB0005538,Kredit Investasi,500000000,102209247,12,8.5,2024-12-30,2025-12-25,5-Macet,Personal Guarantee,Manufaktur
KRD004493,NSB0005612,Kredit Multiguna,1000000000,647363125,36,8.0,2023-10-01,2026-09-15,3-Kurang Lancar,BPKB,Konstruksi
KRD004494,NSB0007976,Kredit Multiguna,100000000,74977297,60,8.5,2023-03-17,2028-02-19,1-Lancar,Deposito,Retail
KRD004495,NSB0006863,KPR,750000000,543098178,180,10.5,2023-10-23,2038-08-05,1-Lancar,Personal Guarantee,Jasa
KRD004496,NSB0003905,KKB,100000000,16839798,48,11.0,2021-08-25,2025-08-04,1-Lancar,Personal Guarantee,Manufaktur
KRD004497,NSB0004265,Kredit Multiguna,1000000000,774032687,12,8.5,2020-05-21,2021-05-16,2-Dalam Perhatian Khusus,Tanpa Agunan,Jasa
KRD004498,NSB0000069,KPR,500000000,58935684,240,8.5,2020-09-04,2040-05-22,5-Macet,BPKB,Retail
KRD004499,NSB0005140,KUR Kecil,200000000,57503133,60,6.0,2025-03-15,2030-02-17,5-Macet,Mesin/Peralatan,Pertanian
KRD004500,NSB0000642,KPR,500000000,398062430,120,7.5,2021-01-20,2030-11-29,1-Lancar,BPKB,F&B
KRD004501,NSB0008897,Kartu Kredit,100000000,43527402,24,12.0,2020-12-28,2022-12-18,1-Lancar,Deposito,Properti
KRD004502,NSB0000245,KPR,300000000,177113867,180,9.5,2021-08-05,2036-05-18,2-Dalam Perhatian Khusus,Deposito,Perikanan
KRD004503,NSB0008084,KUR Kecil,500000000,120312839,60,6.0,2020-01-21,2024-12-25,1-Lancar,Deposito,Perdagangan
KRD004504,NSB0002878,KPR,500000000,93453089,240,8.0,2020-07-27,2040-04-13,1-Lancar,Mesin/Peralatan,Retail
KRD004505,NSB0000013,KUR Mikro,25000000,19111376,24,6.0,2022-11-07,2024-10-27,4-Diragukan,Deposito,Transportasi
KRD004506,NSB0006316,KUR Kecil,50000000,6984301,36,6.0,2023-01-11,2025-12-26,1-Lancar,Personal Guarantee,Pertanian
KRD004507,NSB0006540,Kartu Kredit,100000000,25971195,12,10.5,2020-04-23,2021-04-18,1-Lancar,Personal Guarantee,Perdagangan
KRD004508,NSB0001525,Kredit Modal Kerja,50000000,19086280,36,9.5,2023-06-19,2026-06-03,1-Lancar,BPKB,Transportasi
KRD004509,NSB0009905,Kredit Investasi,250000000,140423598,48,8.0,2024-12-16,2028-11-25,1-Lancar,BPKB,Manufaktur
KRD004510,NSB0007730,KUR Mikro,15000000,11659554,12,6.0,2021-10-23,2022-10-18,2-Dalam Perhatian Khusus,BPKB,Konstruksi
KRD004511,NSB0009220,KUR Mikro,20000000,3564541,24,6.0,2020-09-09,2022-08-30,2-Dalam Perhatian Khusus,Sertifikat Tanah,Manufaktur
KRD004512,NSB0009496,KKB,300000000,31796840,36,8.0,2021-03-04,2024-02-17,1-Lancar,Mesin/Peralatan,Properti
KRD004513,NSB0008218,KPR,1500000000,993238212,120,8.0,2022-11-21,2032-09-29,1-Lancar,Mesin/Peralatan,Perdagangan
KRD004514,NSB0003097,Kredit Multiguna,50000000,42386624,60,7.5,2021-09-21,2026-08-26,1-Lancar,Mesin/Peralatan,Perikanan
KRD004515,NSB0002483,KPR,300000000,40540000,120,9.0,2020-06-19,2030-04-28,1-Lancar,BPKB,Retail
KRD004516,NSB0008259,KPR,1500000000,306470900,120,10.0,2023-02-02,2032-12-11,1-Lancar,Tanpa Agunan,Perdagangan
KRD004517,NSB0006473,KPR,300000000,118578021,240,10.5,2021-12-24,2041-09-10,1-Lancar,Tanpa Agunan,Manufaktur
KRD004518,NSB0003194,Kredit Investasi,50000000,5743326,12,8.0,2023-04-09,2024-04-03,1-Lancar,Mesin/Peralatan,Perdagangan
KRD004519,NSB0009078,Kredit Modal Kerja,100000000,47419636,60,10.0,2023-08-22,2028-07-26,1-Lancar,Deposito,Retail
KRD004520,NSB0004483,KPR,1000000000,552191407,180,8.5,2024-12-23,2039-10-06,1-Lancar,Tanpa Agunan,Perdagangan
KRD004521,NSB0000210,Kartu Kredit,50000000,36075131,60,9.5,2021-01-19,2025-12-24,1-Lancar,Personal Guarantee,Pertanian
KRD004522,NSB0000846,Kredit Multiguna,1000000000,351892948,60,10.0,2021-08-01,2026-07-06,4-Diragukan,Mesin/Peralatan,Konstruksi
KRD004523,NSB0002957,KPR,200000000,126709128,180,8.5,2022-08-10,2037-05-23,1-Lancar,BPKB,Konstruksi
KRD004524,NSB0003405,Kartu Kredit,100000000,72323773,36,8.5,2023-09-17,2026-09-01,1-Lancar,Deposito,Manufaktur
KRD004525,NSB0001221,KUR Kecil,300000000,212470626,48,6.0,2023-02-25,2027-02-04,1-Lancar,BPKB,F&B
KRD004526,NSB0007874,KPR,300000000,269085294,120,10.0,2023-07-01,2033-05-09,1-Lancar,Mesin/Peralatan,Jasa
KRD004527,NSB0007541,KUR Mikro,10000000,2885331,36,6.0,2020-08-10,2023-07-26,1-Lancar,BPKB,Transportasi
KRD004528,NSB0008775,KPR,1000000000,119286810,180,10.5,2022-08-10,2037-05-23,3-Kurang Lancar,Tanpa Agunan,F&B
KRD004529,NSB0003796,KUR Kecil,200000000,21573435,48,6.0,2020-05-17,2024-04-26,3-Kurang Lancar,Mesin/Peralatan,Perdagangan
KRD004530,NSB0006361,KUR Mikro,5000000,2483898,24,6.0,2020-03-11,2022-03-01,1-Lancar,BPKB,Retail
KRD004531,NSB0009124,Kredit Modal Kerja,1000000000,415655859,48,10.5,2022-02-10,2026-01-20,1-Lancar,BPKB,Transportasi
KRD004532,NSB0004957,Kredit Modal Kerja,250000000,221656551,12,10.5,2023-04-15,2024-04-09,1-Lancar,Mesin/Peralatan,Perikanan
KRD004533,NSB0004003,Kredit Modal Kerja,50000000,26374259,12,9.5,2023-03-12,2024-03-06,3-Kurang Lancar,Sertifikat Tanah,Retail
KRD004534,NSB0002702,Kredit Investasi,100000000,80688663,24,9.5,2022-05-09,2024-04-28,2-Dalam Perhatian Khusus,Mesin/Peralatan,Perikanan
KRD004535,NSB0003415,KUR Kecil,500000000,316362930,60,6.0,2023-03-09,2028-02-11,1-Lancar,Deposito,Properti
KRD004536,NSB0005314,Kredit Multiguna,250000000,121497858,48,9.5,2020-10-13,2024-09-22,1-Lancar,BPKB,Properti
KRD004537,NSB0002098,KUR Mikro,20000000,9828127,36,6.0,2022-03-25,2025-03-09,1-Lancar,BPKB,Properti
KRD004538,NSB0000413,Kredit Investasi,500000000,206463236,36,11.0,2024-10-07,2027-09-22,2-Dalam Perhatian Khusus,Personal Guarantee,Konstruksi
KRD004539,NSB0008240,KPR,750000000,390334298,180,10.5,2025-01-26,2039-11-09,1-Lancar,Mesin/Peralatan,Properti
KRD004540,NSB0002636,KKB,200000000,60169840,60,9.5,2020-07-18,2025-06-22,3-Kurang Lancar,Sertifikat Tanah,Perikanan
KRD004541,NSB0000403,KPR,1000000000,814223202,120,11.0,2023-11-16,2033-09-24,1-Lancar,Mesin/Peralatan,Jasa
KRD004542,NSB0003791,KUR Kecil,100000000,32341030,60,6.0,2024-10-14,2029-09-18,1-Lancar,BPKB,Pertanian
KRD004543,NSB0005280,KKB,150000000,66328877,60,8.0,2024-08-26,2029-07-31,1-Lancar,Personal Guarantee,Perdagangan
KRD004544,NSB0003087,KPR,500000000,303732576,120,8.0,2023-07-19,2033-05-27,1-Lancar,Personal Guarantee,Manufaktur
KRD004545,NSB0007851,KUR Mikro,15000000,8379289,12,6.0,2022-02-27,2023-02-22,1-Lancar,BPKB,Perdagangan
KRD004546,NSB0001257,KUR Mikro,25000000,5128725,12,6.0,2021-01-08,2022-01-03,1-Lancar,Personal Guarantee,Jasa
KRD004547,NSB0000420,Kartu Kredit,100000000,22592710,60,7.5,2022-08-22,2027-07-27,1-Lancar,Tanpa Agunan,Retail
KRD004548,NSB0003623,KPR,500000000,266524571,120,8.5,2020-07-30,2030-06-08,1-Lancar,Personal Guarantee,Perdagangan
KRD004549,NSB0002050,KKB,150000000,111845700,48,12.0,2020-05-06,2024-04-15,2-Dalam Perhatian Khusus,BPKB,F&B
KRD004550,NSB0007624,Kartu Kredit,100000000,74315399,12,8.5,2023-05-11,2024-05-05,1-Lancar,Tanpa Agunan,Pertanian
KRD004551,NSB0008837,Kredit Multiguna,500000000,206910589,12,7.5,2024-10-12,2025-10-07,3-Kurang Lancar,BPKB,Retail
KRD004552,NSB0004015,KUR Kecil,50000000,24247958,36,6.0,2020-11-12,2023-10-28,4-Diragukan,Deposito,Retail
KRD004553,NSB0005128,KPR,500000000,361410547,120,9.0,2021-08-30,2031-07-09,1-Lancar,Deposito,Pertanian
KRD004554,NSB0005567,KPR,750000000,302448961,120,10.0,2020-06-01,2030-04-10,1-Lancar,Tanpa Agunan,Perikanan
KRD004555,NSB0000472,Kartu Kredit,1000000000,136840818,12,10.5,2024-04-03,2025-03-29,1-Lancar,Personal Guarantee,Konstruksi
KRD004556,NSB0005883,Kredit Multiguna,1000000000,671116290,24,8.0,2024-08-13,2026-08-03,1-Lancar,Tanpa Agunan,F&B
KRD004557,NSB0001511,Kredit Modal Kerja,100000000,42669546,60,8.5,2022-10-22,2027-09-26,1-Lancar,Deposito,Properti
KRD004558,NSB0000328,Kredit Investasi,100000000,58833959,48,10.5,2024-10-09,2028-09-18,4-Diragukan,Deposito,Retail
KRD004559,NSB0003918,KUR Kecil,300000000,38537235,60,6.0,2024-10-05,2029-09-09,2-Dalam Perhatian Khusus,Mesin/Peralatan,Konstruksi
KRD004560,NSB0000298,KPR,1000000000,440733681,180,10.5,2023-11-16,2038-08-29,1-Lancar,BPKB,Retail
KRD004561,NSB0005838,Kredit Multiguna,50000000,26441739,24,12.0,2022-01-05,2023-12-26,1-Lancar,Mesin/Peralatan,Transportasi
KRD004562,NSB0007304,Kredit Modal Kerja,1000000000,333896271,48,7.5,2025-01-16,2028-12-26,1-Lancar,BPKB,Manufaktur
KRD004563,NSB0000837,KUR Kecil,300000000,81312122,60,6.0,2023-03-29,2028-03-02,1-Lancar,Personal Guarantee,Retail
KRD004564,NSB0002789,KPR,200000000,86883721,180,9.5,2021-07-19,2036-05-01,1-Lancar,Personal Guarantee,Manufaktur
KRD004565,NSB0003448,KKB,300000000,142898970,48,11.0,2020-11-13,2024-10-23,1-Lancar,Sertifikat Tanah,F&B
KRD004566,NSB0001201,KUR Kecil,100000000,84962015,60,6.0,2023-01-14,2027-12-19,1-Lancar,BPKB,F&B
KRD004567,NSB0004209,KUR Kecil,50000000,24092852,48,6.0,2022-12-23,2026-12-02,3-Kurang Lancar,Personal Guarantee,Properti
KRD004568,NSB0006424,KPR,200000000,108178884,120,9.0,2021-05-11,2031-03-20,1-Lancar,Deposito,Properti
KRD004569,NSB0004863,Kartu Kredit,100000000,88701971,36,9.5,2021-10-06,2024-09-20,4-Diragukan,Personal Guarantee,Retail
KRD004570,NSB0007799,Kredit Multiguna,500000000,360548396,48,11.0,2024-02-07,2028-01-17,1-Lancar,Deposito,Properti
KRD004571,NSB0008035,KPR,500000000,260058593,240,8.5,2024-08-30,2044-05-17,1-Lancar,Mesin/Peralatan,Retail
KRD004572,NSB0009330,Kredit Investasi,1000000000,149631675,12,12.0,2024-09-15,2025-09-10,5-Macet,BPKB,Manufaktur
KRD004573,NSB0005006,Kredit Investasi,1000000000,439095489,60,8.0,2020-04-16,2025-03-21,1-Lancar,BPKB,Manufaktur
KRD004574,NSB0004756,Kredit Multiguna,100000000,80184022,36,11.0,2021-02-10,2024-01-26,2-Dalam Perhatian Khusus,Personal Guarantee,Retail
KRD004575,NSB0006348,Kartu Kredit,50000000,21913023,48,12.0,2020-09-09,2024-08-19,1-Lancar,Sertifikat Tanah,Properti
KRD004576,NSB0000445,KPR,300000000,157565679,240,9.0,2023-02-24,2042-11-11,1-Lancar,Tanpa Agunan,Konstruksi
KRD004577,NSB0000368,KUR Mikro,25000000,8156808,12,6.0,2020-01-20,2021-01-14,1-Lancar,Mesin/Peralatan,Transportasi
KRD004578,NSB0004023,KKB,100000000,43807718,60,7.5,2021-03-25,2026-02-27,1-Lancar,Personal Guarantee,F&B
KRD004579,NSB0004839,KUR Kecil,50000000,40504749,48,6.0,2024-04-27,2028-04-06,1-Lancar,Mesin/Peralatan,Transportasi
KRD004580,NSB0004314,Kredit Multiguna,500000000,208535295,12,8.5,2021-04-20,2022-04-15,1-Lancar,Deposito,Pertanian
KRD004581,NSB0009499,KPR,1500000000,1269257154,180,8.5,2025-01-17,2039-10-31,1-Lancar,BPKB,Pertanian
KRD004582,NSB0008950,KUR Kecil,500000000,126879445,48,6.0,2021-08-21,2025-07-31,1-Lancar,Sertifikat Tanah,Perikanan
KRD004583,NSB0000398,Kredit Modal Kerja,50000000,26237517,12,9.0,2020-05-27,2021-05-22,2-Dalam Perhatian Khusus,Personal Guarantee,Konstruksi
KRD004584,NSB0000212,KPR,500000000,281991705,240,9.5,2021-05-06,2041-01-21,4-Diragukan,Sertifikat Tanah,Perdagangan
KRD004585,NSB0001906,Kredit Multiguna,500000000,384803922,48,11.0,2020-07-02,2024-06-11,1-Lancar,Mesin/Peralatan,Perdagangan
KRD004586,NSB0007976,Kredit Modal Kerja,250000000,155110898,24,8.5,2024-02-21,2026-02-10,1-Lancar,BPKB,Konstruksi
KRD004587,NSB0008063,Kredit Investasi,500000000,352462629,12,9.5,2020-01-17,2021-01-11,1-Lancar,Deposito,Konstruksi
KRD004588,NSB0007655,KPR,200000000,144229503,120,9.0,2024-02-21,2033-12-30,1-Lancar,BPKB,Jasa
KRD004589,NSB0006848,KUR Kecil,50000000,24625220,60,6.0,2023-05-06,2028-04-09,1-Lancar,BPKB,Retail
KRD004590,NSB0004626,Kredit Modal Kerja,500000000,156338485,36,7.5,2021-07-22,2024-07-06,1-Lancar,Mesin/Peralatan,Perdagangan
KRD004591,NSB0002252,KPR,1000000000,638936356,240,8.0,2020-03-20,2039-12-06,1-Lancar,Mesin/Peralatan,Perikanan
KRD004592,NSB0006884,Kartu Kredit,250000000,169339286,12,9.0,2021-03-04,2022-02-27,1-Lancar,Deposito,Manufaktur
KRD004593,NSB0006447,Kredit Investasi,100000000,27482438,36,7.5,2022-12-29,2025-12-13,1-Lancar,Deposito,Perdagangan
KRD004594,NSB0007452,Kredit Investasi,250000000,56643278,60,9.0,2021-03-15,2026-02-17,1-Lancar,BPKB,Pertanian
KRD004595,NSB0006942,Kartu Kredit,250000000,234241362,60,9.0,2024-08-26,2029-07-31,1-Lancar,Deposito,Manufaktur
KRD004596,NSB0006417,Kredit Multiguna,50000000,12180344,12,10.5,2023-12-05,2024-11-29,1-Lancar,Deposito,Jasa
KRD004597,NSB0008508,KUR Kecil,200000000,135306527,60,6.0,2020-01-08,2024-12-12,1-Lancar,Deposito,Pertanian
KRD004598,NSB0009611,Kredit Multiguna,1000000000,778567972,12,11.0,2024-11-20,2025-11-15,2-Dalam Perhatian Khusus,BPKB,Transportasi
KRD004599,NSB0008069,Kredit Modal Kerja,250000000,220184065,24,10.5,2024-02-02,2026-01-22,1-Lancar,Mesin/Peralatan,F&B
KRD004600,NSB0003209,KPR,200000000,170459378,180,10.5,2023-11-12,2038-08-25,2-Dalam Perhatian Khusus,BPKB,Jasa
